Project_ID,Project_Name,Site_Location,Contractor_Name,Supplier_Name,Material_Category,Material_Description,PO_Number,PO_Date,Requested_Date,Delivery_Date,Quantity,Unit_Cost,Total_Cost,Budgeted_Cost,Cost_Variance,Cost_Variance_Pct,Currency,Lead_Time_Days,Risk_Level,Buyer
PRJ1220,Industrial Warehouse D,Patras,Apex Construction Group,Beta Steel Trading,Electrical,Cable trays,PO200564,2023-08-21,2023-07-26,2023-10-30,415,444.19,184338.85,157626.44,26712.41,16.95,EUR,96,High,Buyer C
PRJ1861,Industrial Warehouse D,Larissa,Orion Build Partners,Beta Steel Trading,Electrical,Cable trays,PO200565,2023-03-17,2023-03-08,2023-03-23,101,588.38,59426.38,60175.43,-749.05,-1.24,EUR,15,Low,Buyer B
PRJ1773,Metro Station Upgrade E,Patras,Orion Build Partners,Helios Logistics Services,Concrete,Ready-mix concrete,PO200566,2023-09-22,2023-08-25,2023-10-28,454,90.59,41127.86,41578.53,-450.67,-1.08,EUR,64,Low,Buyer A
PRJ1687,Office Building F,Patras,Orion Build Partners,Omega HVAC Equipment,Electrical,Industrial cables,PO200567,2024-03-30,2024-03-16,2024-05-08,94,105.8,9945.2,9208.85,736.35,8.0,EUR,53,Medium,Buyer A
PRJ1332,Metro Station Upgrade E,Larissa,Helios Civil Works,Nordic Timber Solutions,Logistics,Material transport,PO200568,2024-12-18,2024-12-08,2025-01-24,216,1334.47,288245.52,252745.76,35499.76,14.05,EUR,47,High,Buyer B
PRJ1700,Hotel Renovation C,Thessaloniki,Orion Build Partners,Alpha Cement Supplies,Logistics,Site delivery service,PO200569,2024-01-19,2024-01-05,2024-03-10,137,393.85,53957.45,55838.13,-1880.68,-3.37,EUR,65,Low,Buyer A
PRJ1090,Metro Station Upgrade E,Heraklion,Atlas Engineering Contractors,Helios Logistics Services,Timber,Formwork timber,PO200570,2024-07-17,2024-07-06,2024-10-09,330,233.87,77177.1,85664.94,-8487.84,-9.91,EUR,95,Medium,Buyer B
PRJ1279,Residential Tower A,Patras,Apex Construction Group,Beta Steel Trading,HVAC,Ventilation ducts,PO200571,2024-05-20,2024-04-27,2024-06-16,270,2338.32,631346.4,572947.74,58398.66,10.19,EUR,50,Medium,Buyer A
PRJ1750,Residential Tower A,Thessaloniki,Apex Construction Group,Alpha Cement Supplies,Plumbing,PVC pipes,PO200572,2024-01-02,2023-12-12,2024-02-05,181,167.96,30400.76,30312.41,88.35,0.29,EUR,55,Low,Buyer B
PRJ1708,Commercial Complex B,Thessaloniki,Delta Infrastructure Services,Gamma Electrical Systems,Concrete,Concrete additives,PO200573,2023-05-24,2023-04-25,2023-06-16,326,154.87,50487.62,47974.03,2513.59,5.24,EUR,52,Medium,Buyer D
PRJ1524,Hotel Renovation C,Athens,Delta Infrastructure Services,Beta Steel Trading,Steel,Metal frames,PO200574,2023-03-10,2023-02-19,2023-05-14,80,940.69,75255.2,70522.29,4732.91,6.71,EUR,84,Medium,Buyer D
PRJ1604,Metro Station Upgrade E,Larissa,Atlas Engineering Contractors,Delta Plumbing Materials,Logistics,Crane service,PO200575,2023-04-09,2023-03-29,2023-04-30,134,1050.83,140811.22,128391.17,12420.05,9.67,EUR,32,Medium,Buyer C
PRJ1026,Residential Tower A,Volos,Helios Civil Works,Atlas Safety Equipment,Concrete,Concrete additives,PO200576,2024-01-31,2024-01-28,2024-03-30,101,74.46,7520.46,6510.34,1010.12,15.52,EUR,62,High,Buyer B
PRJ1232,Industrial Warehouse D,Thessaloniki,Delta Infrastructure Services,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200577,2023-01-25,2022-12-30,2023-03-01,315,109.48,34486.2,31160.21,3325.99,10.67,EUR,61,Medium,Buyer C
PRJ1227,Industrial Warehouse D,Volos,Helios Civil Works,Atlas Safety Equipment,Concrete,Concrete additives,PO200578,2024-04-13,2024-03-22,2024-06-15,338,64.74,21882.12,21839.74,42.38,0.19,EUR,85,Medium,Buyer B
PRJ1403,Industrial Warehouse D,Patras,Delta Infrastructure Services,Omega HVAC Equipment,HVAC,HVAC filters,PO200579,2024-04-28,2024-04-15,2024-07-04,287,3374.12,968372.44,1034474.44,-66102.0,-6.39,EUR,80,Medium,Buyer A
PRJ1166,Hotel Renovation C,Thessaloniki,Atlas Engineering Contractors,Gamma Electrical Systems,Steel,Steel beams,PO200580,2024-07-18,2024-07-04,2024-08-17,130,953.6,123968.0,131383.2,-7415.2,-5.64,EUR,44,Low,Buyer C
PRJ1714,Hotel Renovation C,Athens,Atlas Engineering Contractors,Gamma Electrical Systems,Logistics,Site delivery service,PO200581,2023-05-31,2023-05-18,2023-07-03,229,1581.85,362243.65,310892.41,51351.24,16.52,EUR,46,High,Buyer D
PRJ1021,Commercial Complex B,Patras,Atlas Engineering Contractors,Helios Logistics Services,Plumbing,Valves,PO200582,2023-05-24,2023-05-01,2023-08-03,423,38.2,16158.6,13892.21,2266.39,16.31,EUR,94,High,Buyer A
PRJ1633,Hotel Renovation C,Patras,Delta Infrastructure Services,Omega HVAC Equipment,Plumbing,Valves,PO200583,2024-07-22,2024-06-27,2024-09-14,141,280.96,39615.36,39021.89,593.47,1.52,EUR,79,Medium,Buyer B
PRJ1214,Office Building F,Patras,Orion Build Partners,Delta Plumbing Materials,Concrete,Ready-mix concrete,PO200584,2023-02-08,2023-01-18,2023-04-25,241,48.3,11640.3,11681.99,-41.69,-0.36,EUR,97,High,Buyer B
PRJ1428,Office Building F,Athens,Atlas Engineering Contractors,Helios Logistics Services,Steel,Steel beams,PO200585,2023-04-19,2023-03-25,2023-05-08,413,494.38,204178.94,232975.33,-28796.39,-12.36,EUR,44,Low,Buyer C
PRJ1024,Residential Tower A,Thessaloniki,Orion Build Partners,Delta Plumbing Materials,Steel,Rebar steel,PO200586,2024-11-23,2024-11-15,2024-12-21,290,1255.42,364071.8,379217.84,-15146.04,-3.99,EUR,36,Low,Buyer C
PRJ1605,Commercial Complex B,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,Plumbing,Valves,PO200587,2023-02-11,2023-01-17,2023-04-27,469,280.89,131737.41,115550.27,16187.14,14.01,EUR,100,High,Buyer B
PRJ1100,Metro Station Upgrade E,Athens,Apex Construction Group,Beta Steel Trading,Plumbing,Valves,PO200588,2023-07-05,2023-06-25,2023-08-02,106,280.43,29725.58,27438.45,2287.13,8.34,EUR,38,Medium,Buyer D
PRJ1092,Office Building F,Heraklion,Delta Infrastructure Services,Beta Steel Trading,Safety Equipment,Safety barriers,PO200589,2024-02-02,2024-01-16,2024-04-09,282,24.54,6920.28,7350.5,-430.22,-5.85,EUR,84,Medium,Buyer D
PRJ1876,Commercial Complex B,Thessaloniki,Orion Build Partners,Gamma Electrical Systems,Steel,Metal frames,PO200590,2023-08-11,2023-07-28,2023-11-05,112,782.73,87665.76,74620.04,13045.72,17.48,EUR,100,High,Buyer D
PRJ1521,Hotel Renovation C,Thessaloniki,Apex Construction Group,Helios Logistics Services,Electrical,Cable trays,PO200591,2024-09-25,2024-08-31,2024-10-06,189,203.36,38435.04,41077.96,-2642.92,-6.43,EUR,36,Low,Buyer B
PRJ1616,Commercial Complex B,Heraklion,Atlas Engineering Contractors,Gamma Electrical Systems,Concrete,Concrete additives,PO200592,2023-05-13,2023-04-29,2023-08-03,281,106.53,29934.93,28475.4,1459.53,5.13,EUR,96,High,Buyer D
PRJ1105,Commercial Complex B,Patras,Helios Civil Works,Delta Plumbing Materials,HVAC,Ventilation ducts,PO200593,2023-06-12,2023-06-09,2023-09-02,240,1976.02,474244.8,193358.86,280885.94,145.27,EUR,85,High,Buyer B
PRJ1349,Residential Tower A,Thessaloniki,Helios Civil Works,Delta Plumbing Materials,Electrical,Industrial cables,PO200594,2023-08-03,2023-07-20,2023-09-16,221,693.46,153254.66,160814.27,-7559.61,-4.7,EUR,58,Low,Buyer D
PRJ1480,Hotel Renovation C,Athens,Atlas Engineering Contractors,Delta Plumbing Materials,HVAC,Air handling units,PO200595,2023-08-23,2023-08-20,2023-10-26,111,3176.38,352578.18,384718.49,-32140.31,-8.35,EUR,67,Medium,Buyer B
PRJ1376,Hotel Renovation C,Thessaloniki,Delta Infrastructure Services,Atlas Safety Equipment,Logistics,Crane service,PO200596,2024-10-19,2024-10-12,2024-11-24,273,1145.59,312746.07,308262.71,4483.36,1.45,EUR,43,Low,Buyer A
PRJ1008,Hotel Renovation C,Patras,Apex Construction Group,Atlas Safety Equipment,Electrical,Electrical panels,PO200597,2024-08-10,2024-07-16,2024-10-15,430,561.28,241350.4,261835.52,-20485.12,-7.82,EUR,91,Medium,Buyer D
PRJ1273,Residential Tower A,Volos,Orion Build Partners,Atlas Safety Equipment,Timber,Wood panels,PO200598,2023-01-09,2022-12-11,2023-02-19,348,111.39,38763.72,42354.78,-3591.06,-8.48,EUR,70,Medium,Buyer A
PRJ1774,Hotel Renovation C,Athens,Delta Infrastructure Services,Alpha Cement Supplies,Concrete,Ready-mix concrete,PO200599,2023-03-15,2023-02-24,2023-05-18,477,120.06,57268.62,50127.87,7140.75,14.25,EUR,83,High,Buyer C
PRJ1921,Residential Tower A,Athens,Apex Construction Group,Gamma Electrical Systems,Timber,Formwork timber,PO200600,2024-05-06,2024-04-24,2024-05-18,457,257.27,117572.39,116397.25,1175.14,1.01,EUR,24,Low,Buyer B
PRJ1118,Industrial Warehouse D,Larissa,Orion Build Partners,Helios Logistics Services,Plumbing,Water fittings,PO200601,2023-09-10,2023-08-18,2023-10-23,218,47.58,10372.44,10106.18,266.26,2.63,EUR,66,Medium,Buyer A
PRJ1477,Hotel Renovation C,Athens,Helios Civil Works,Omega HVAC Equipment,Plumbing,Water fittings,PO200602,2023-08-18,2023-08-10,2023-09-22,235,259.27,60928.45,67658.66,-6730.21,-9.95,EUR,43,Low,Buyer C
PRJ1457,Residential Tower A,Thessaloniki,Delta Infrastructure Services,Omega HVAC Equipment,Plumbing,Water fittings,PO200603,2024-06-02,2024-05-04,2024-06-13,55,257.23,14147.65,13924.83,222.82,1.6,EUR,40,Low,Buyer C
PRJ1956,Hotel Renovation C,Athens,Orion Build Partners,Beta Steel Trading,Plumbing,PVC pipes,PO200604,2023-06-23,2023-06-09,2023-07-21,145,177.6,25752.0,23874.02,1877.98,7.87,EUR,42,Medium,Buyer A
PRJ1031,Metro Station Upgrade E,Thessaloniki,Atlas Engineering Contractors,Atlas Safety Equipment,Safety Equipment,Helmets,PO200605,2024-10-14,2024-09-26,2024-12-29,270,30.51,8237.7,8834.05,-596.35,-6.75,EUR,94,Medium,Buyer A
PRJ1579,Office Building F,Larissa,Delta Infrastructure Services,Nordic Timber Solutions,Plumbing,Valves,PO200606,2023-06-17,2023-05-21,2023-08-03,371,91.61,33987.31,35297.56,-1310.25,-3.71,EUR,74,Medium,Buyer B
PRJ1880,Office Building F,Volos,Atlas Engineering Contractors,Helios Logistics Services,Timber,Plywood sheets,PO200607,2023-06-19,2023-05-31,2023-07-01,52,202.24,10516.48,12064.43,-1547.95,-12.83,EUR,31,Low,Buyer D
PRJ1531,Office Building F,Volos,Delta Infrastructure Services,Omega HVAC Equipment,Steel,Rebar steel,PO200608,2024-01-28,2023-12-30,2024-04-05,254,528.64,134274.56,116540.74,17733.82,15.22,EUR,97,High,Buyer D
PRJ1938,Industrial Warehouse D,Athens,Helios Civil Works,Nordic Timber Solutions,Steel,Steel beams,PO200609,2024-09-25,2024-09-11,2024-10-30,444,1169.33,519182.52,472324.78,46857.74,9.92,EUR,49,Medium,Buyer B
PRJ1965,Commercial Complex B,Athens,Helios Civil Works,Delta Plumbing Materials,Plumbing,Valves,PO200610,2023-07-13,2023-06-21,2023-08-29,163,118.59,19330.17,17027.4,2302.77,13.52,EUR,69,High,Buyer C
PRJ1133,Residential Tower A,Thessaloniki,Atlas Engineering Contractors,Omega HVAC Equipment,Electrical,Electrical panels,PO200611,2024-05-31,2024-05-05,2024-06-14,121,428.37,51832.77,52799.11,-966.34,-1.83,EUR,40,Low,Buyer B
PRJ1162,Hotel Renovation C,Volos,Apex Construction Group,Nordic Timber Solutions,Timber,Plywood sheets,PO200612,2023-01-29,2023-01-19,2023-04-07,379,175.06,66347.74,59261.87,7085.87,11.96,EUR,78,Medium,Buyer B
PRJ1824,Office Building F,Athens,Delta Infrastructure Services,Gamma Electrical Systems,Plumbing,Water fittings,PO200613,2023-06-14,2023-05-25,2023-07-22,455,47.12,21439.6,21434.26,5.34,0.02,EUR,58,Low,Buyer B
PRJ1867,Industrial Warehouse D,Thessaloniki,Delta Infrastructure Services,Delta Plumbing Materials,Plumbing,Water fittings,PO200614,2024-02-26,2024-02-07,2024-04-04,44,235.33,10354.52,11746.78,-1392.26,-11.85,EUR,57,Low,Buyer C
PRJ1838,Hotel Renovation C,Athens,Helios Civil Works,Delta Plumbing Materials,Timber,Wood panels,PO200615,2023-12-05,2023-11-16,2024-02-06,228,197.34,44993.52,44306.24,687.28,1.55,EUR,82,Medium,Buyer A
PRJ1320,Hotel Renovation C,Volos,Helios Civil Works,Delta Plumbing Materials,Logistics,Site delivery service,PO200616,2024-10-09,2024-09-25,2024-12-06,213,1701.55,362430.15,347185.19,15244.96,4.39,EUR,72,Medium,Buyer C
PRJ1049,Industrial Warehouse D,Larissa,Delta Infrastructure Services,Delta Plumbing Materials,Logistics,Site delivery service,PO200617,2024-05-10,2024-04-21,2024-07-02,396,352.19,139467.24,128513.88,10953.36,8.52,EUR,72,Medium,Buyer A
PRJ1035,Industrial Warehouse D,Heraklion,Orion Build Partners,Alpha Cement Supplies,Safety Equipment,Helmets,PO200618,2023-12-31,2023-12-22,2024-03-25,225,128.08,28818.0,24806.24,4011.76,16.17,EUR,94,High,Buyer C
PRJ1989,Office Building F,Larissa,Helios Civil Works,Nordic Timber Solutions,Electrical,Industrial cables,PO200619,2023-12-08,2023-11-12,2024-01-20,80,634.36,50748.8,44520.04,6228.76,13.99,EUR,69,High,Buyer A
PRJ1589,Metro Station Upgrade E,Athens,Delta Infrastructure Services,Delta Plumbing Materials,Electrical,Industrial cables,PO200620,2024-05-14,2024-05-05,2024-06-21,196,209.22,41007.12,37155.41,3851.71,10.37,EUR,47,Medium,Buyer C
PRJ1573,Commercial Complex B,Athens,Atlas Engineering Contractors,Atlas Safety Equipment,Timber,Plywood sheets,PO200621,2024-10-18,2024-10-03,2024-10-30,229,176.8,40487.2,45663.81,-5176.61,-11.34,EUR,27,Low,Buyer A
PRJ1604,Office Building F,Athens,Apex Construction Group,Alpha Cement Supplies,Electrical,Industrial cables,PO200622,2024-05-25,2024-05-04,2024-08-03,324,192.56,62389.44,71136.34,-8746.9,-12.3,EUR,91,Medium,Buyer A
PRJ1340,Residential Tower A,Heraklion,Atlas Engineering Contractors,Beta Steel Trading,Electrical,Cable trays,PO200623,2023-11-23,2023-11-03,2023-12-03,10,352.2,3522.0,3545.07,-23.07,-0.65,EUR,30,Low,Buyer B
PRJ1598,Metro Station Upgrade E,Athens,Helios Civil Works,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200624,2023-08-05,2023-07-11,2023-08-26,366,97.5,35685.0,32903.19,2781.81,8.45,EUR,46,Medium,Buyer A
PRJ1951,Industrial Warehouse D,Athens,Orion Build Partners,Alpha Cement Supplies,Plumbing,PVC pipes,PO200625,2023-10-28,2023-10-20,2023-12-07,149,184.47,27486.03,26828.42,657.61,2.45,EUR,48,Low,Buyer B
PRJ1275,Residential Tower A,Thessaloniki,Orion Build Partners,Beta Steel Trading,Logistics,Crane service,PO200626,2023-05-12,2023-04-16,2023-06-01,340,910.34,309515.6,309798.23,-282.63,-0.09,EUR,46,Low,Buyer B
PRJ1152,Hotel Renovation C,Patras,Apex Construction Group,Atlas Safety Equipment,Timber,Plywood sheets,PO200627,2023-03-11,2023-03-08,2023-03-28,389,73.49,28587.61,28192.75,394.86,1.4,EUR,20,Low,Buyer D
PRJ1341,Residential Tower A,Heraklion,Atlas Engineering Contractors,Alpha Cement Supplies,Safety Equipment,Helmets,PO200628,2023-09-09,2023-08-26,2023-11-30,156,219.3,34210.8,15299.82,18910.98,123.6,EUR,96,High,Buyer B
PRJ1023,Hotel Renovation C,Thessaloniki,Apex Construction Group,Omega HVAC Equipment,Steel,Rebar steel,PO200629,2024-02-19,2024-02-06,2024-05-07,380,866.72,329353.6,310417.62,18935.98,6.1,EUR,91,Medium,Buyer B
PRJ1968,Hotel Renovation C,Volos,Delta Infrastructure Services,Atlas Safety Equipment,Concrete,Cement bags,PO200630,2024-03-20,2024-02-29,2024-03-30,22,143.83,3164.26,3090.88,73.38,2.37,EUR,30,Low,Buyer C
PRJ1551,Hotel Renovation C,Heraklion,Orion Build Partners,Nordic Timber Solutions,Steel,Rebar steel,PO200631,2023-07-01,2023-06-15,2023-09-08,36,566.72,20401.92,19457.25,944.67,4.86,EUR,85,Medium,Buyer A
PRJ1778,Industrial Warehouse D,Thessaloniki,Atlas Engineering Contractors,Gamma Electrical Systems,Steel,Metal frames,PO200632,2023-06-16,2023-05-19,2023-07-31,184,631.17,116135.28,119179.3,-3044.02,-2.55,EUR,73,Medium,Buyer B
PRJ1057,Commercial Complex B,Thessaloniki,Helios Civil Works,Beta Steel Trading,Electrical,Cable trays,PO200633,2023-04-01,2023-03-19,2023-05-31,271,226.61,61411.31,55691.87,5719.44,10.27,EUR,73,Medium,Buyer D
PRJ1395,Residential Tower A,Thessaloniki,Apex Construction Group,Gamma Electrical Systems,Steel,Steel beams,PO200634,2024-12-14,2024-12-10,2025-03-12,43,575.61,24751.23,22040.81,2710.42,12.3,EUR,92,High,Buyer A
PRJ1082,Residential Tower A,Volos,Apex Construction Group,Helios Logistics Services,Plumbing,Valves,PO200635,2024-06-14,2024-05-20,2024-08-18,149,248.56,37035.44,39751.35,-2715.91,-6.83,EUR,90,Medium,Buyer D
PRJ1664,Office Building F,Thessaloniki,Helios Civil Works,Helios Logistics Services,HVAC,Ventilation ducts,PO200636,2023-02-08,2023-01-13,2023-04-28,444,907.93,403120.92,419300.17,-16179.25,-3.86,EUR,105,High,Buyer B
PRJ1295,Commercial Complex B,Heraklion,Delta Infrastructure Services,Gamma Electrical Systems,Concrete,Concrete additives,PO200637,2023-05-06,2023-04-15,2023-07-24,163,85.88,13998.44,11966.39,2032.05,16.98,EUR,100,High,Buyer D
PRJ1426,Commercial Complex B,Patras,Apex Construction Group,Helios Logistics Services,Steel,Rebar steel,PO200638,2024-03-26,2024-03-14,2024-05-28,398,711.14,283033.72,264682.79,18350.93,6.93,EUR,75,Medium,Buyer B
PRJ1534,Commercial Complex B,Volos,Apex Construction Group,Alpha Cement Supplies,Steel,Rebar steel,PO200639,2023-06-22,2023-06-03,2023-06-28,158,326.29,51553.82,47334.77,4219.05,8.91,EUR,25,Medium,Buyer D
PRJ1150,Commercial Complex B,Heraklion,Helios Civil Works,Gamma Electrical Systems,HVAC,HVAC filters,PO200640,2024-10-14,2024-10-08,2025-01-09,380,3392.81,1289267.8,1185641.06,103626.74,8.74,EUR,93,Medium,Buyer A
PRJ1371,Metro Station Upgrade E,Patras,Delta Infrastructure Services,Omega HVAC Equipment,Timber,Wood panels,PO200641,2023-08-08,2023-07-21,2023-11-03,126,86.82,10939.32,11238.95,-299.63,-2.67,EUR,105,High,Buyer D
PRJ1700,Commercial Complex B,Patras,Apex Construction Group,Beta Steel Trading,Steel,Rebar steel,PO200642,2024-09-29,2024-09-19,2024-12-04,445,913.99,406725.55,403565.55,3160.0,0.78,EUR,76,Medium,Buyer D
PRJ1467,Residential Tower A,Heraklion,Atlas Engineering Contractors,Alpha Cement Supplies,HVAC,HVAC filters,PO200643,2023-02-27,2023-02-07,2023-05-19,253,1232.91,311926.23,281147.16,30779.07,10.95,EUR,101,High,Buyer A
PRJ1837,Residential Tower A,Thessaloniki,Apex Construction Group,Nordic Timber Solutions,Steel,Metal frames,PO200644,2024-10-21,2024-10-09,2024-12-29,85,789.02,67066.7,77121.71,-10055.01,-13.04,EUR,81,Medium,Buyer D
PRJ1893,Residential Tower A,Athens,Atlas Engineering Contractors,Delta Plumbing Materials,Safety Equipment,Safety barriers,PO200645,2024-04-20,2024-03-22,2024-05-19,105,28.47,2989.35,2958.15,31.2,1.05,EUR,58,Low,Buyer A
PRJ1548,Metro Station Upgrade E,Heraklion,Orion Build Partners,Atlas Safety Equipment,Safety Equipment,Safety barriers,PO200646,2024-03-31,2024-03-03,2024-05-15,14,70.32,984.48,914.87,69.61,7.61,EUR,73,Medium,Buyer D
PRJ1106,Commercial Complex B,Athens,Delta Infrastructure Services,Alpha Cement Supplies,Logistics,Site delivery service,PO200647,2023-12-27,2023-12-17,2024-02-20,230,1612.69,370918.7,425363.62,-54444.92,-12.8,EUR,65,Low,Buyer D
PRJ1545,Commercial Complex B,Larissa,Helios Civil Works,Atlas Safety Equipment,Plumbing,PVC pipes,PO200648,2023-01-01,2022-12-10,2023-03-07,138,239.75,33085.5,36677.4,-3591.9,-9.79,EUR,87,Medium,Buyer A
PRJ1619,Residential Tower A,Athens,Helios Civil Works,Omega HVAC Equipment,Concrete,Cement bags,PO200649,2024-01-22,2024-01-04,2024-01-31,271,88.06,23864.26,22524.36,1339.9,5.95,EUR,27,Medium,Buyer C
PRJ1522,Metro Station Upgrade E,Larissa,Atlas Engineering Contractors,Beta Steel Trading,Plumbing,PVC pipes,PO200650,2023-12-14,2023-12-09,2024-01-29,317,152.84,48450.28,51931.06,-3480.78,-6.7,EUR,51,Low,Buyer B
PRJ1356,Office Building F,Thessaloniki,Apex Construction Group,Gamma Electrical Systems,Timber,Wood panels,PO200651,2023-07-09,2023-06-26,2023-07-30,20,215.0,4300.0,3725.58,574.42,15.42,EUR,34,High,Buyer B
PRJ1130,Office Building F,Thessaloniki,Helios Civil Works,Helios Logistics Services,Safety Equipment,Helmets,PO200652,2024-05-19,2024-05-07,2024-08-07,290,132.68,38477.2,35190.51,3286.69,9.34,EUR,92,Medium,Buyer A
PRJ1325,Commercial Complex B,Patras,Atlas Engineering Contractors,Gamma Electrical Systems,Logistics,Material transport,PO200653,2023-07-10,2023-06-20,2023-08-31,397,922.48,366224.56,414034.29,-47809.73,-11.55,EUR,72,Medium,Buyer C
PRJ1201,Office Building F,Patras,Helios Civil Works,Nordic Timber Solutions,Plumbing,PVC pipes,PO200654,2024-05-22,2024-04-29,2024-06-15,338,69.84,23605.92,20669.88,2936.04,14.2,EUR,47,High,Buyer A
PRJ1179,Residential Tower A,Volos,Delta Infrastructure Services,Gamma Electrical Systems,Timber,Formwork timber,PO200655,2024-01-04,2023-12-29,2024-03-26,90,132.04,11883.6,12560.34,-676.74,-5.39,EUR,88,Medium,Buyer A
PRJ1426,Residential Tower A,Heraklion,Delta Infrastructure Services,Alpha Cement Supplies,Logistics,Crane service,PO200656,2024-02-13,2024-02-04,2024-05-02,154,668.58,102961.32,112677.73,-9716.41,-8.62,EUR,88,Medium,Buyer B
PRJ1482,Hotel Renovation C,Athens,Helios Civil Works,Atlas Safety Equipment,Logistics,Crane service,PO200657,2023-04-27,2023-04-12,2023-07-13,419,994.32,416620.08,396160.88,20459.2,5.16,EUR,92,Medium,Buyer D
PRJ1382,Commercial Complex B,Patras,Orion Build Partners,Omega HVAC Equipment,Steel,Rebar steel,PO200658,2023-05-14,2023-05-07,2023-06-15,105,312.59,32821.95,33173.08,-351.13,-1.06,EUR,39,Low,Buyer D
PRJ1270,Commercial Complex B,Athens,Helios Civil Works,Helios Logistics Services,Electrical,Electrical panels,PO200659,2023-02-27,2023-02-14,2023-05-08,253,385.66,97571.98,107375.02,-9803.04,-9.13,EUR,83,Medium,Buyer B
PRJ1003,Hotel Renovation C,Heraklion,Apex Construction Group,Delta Plumbing Materials,Logistics,Material transport,PO200660,2024-07-09,2024-06-12,2024-10-03,447,3561.12,1591820.64,751528.45,840292.19,111.81,EUR,113,High,Buyer B
PRJ1687,Office Building F,Patras,Orion Build Partners,Helios Logistics Services,Electrical,Industrial cables,PO200661,2024-11-15,2024-10-23,2024-11-28,460,736.12,338615.2,309700.1,28915.1,9.34,EUR,36,Medium,Buyer D
PRJ1836,Hotel Renovation C,Larissa,Delta Infrastructure Services,Alpha Cement Supplies,Logistics,Material transport,PO200662,2024-11-02,2024-10-19,2024-12-23,48,308.78,14821.44,15114.41,-292.97,-1.94,EUR,65,Low,Buyer A
PRJ1723,Residential Tower A,Larissa,Delta Infrastructure Services,Beta Steel Trading,Logistics,Material transport,PO200663,2023-06-22,2023-06-14,2023-07-22,106,378.42,40112.52,35645.04,4467.48,12.53,EUR,38,High,Buyer B
PRJ1352,Residential Tower A,Athens,Delta Infrastructure Services,Atlas Safety Equipment,Steel,Metal frames,PO200664,2023-05-29,2023-05-01,2023-08-18,201,1113.06,223725.06,193318.44,30406.62,15.73,EUR,109,High,Buyer C
PRJ1268,Industrial Warehouse D,Volos,Atlas Engineering Contractors,Omega HVAC Equipment,Logistics,Material transport,PO200665,2023-03-21,2023-03-17,2023-04-10,209,1067.58,223124.22,190130.61,32993.61,17.35,EUR,24,High,Buyer C
PRJ1255,Industrial Warehouse D,Volos,Apex Construction Group,Omega HVAC Equipment,Timber,Formwork timber,PO200666,2023-08-01,2023-07-11,2023-09-23,246,125.22,30804.12,32117.39,-1313.27,-4.09,EUR,74,Medium,Buyer C
PRJ1246,Industrial Warehouse D,Patras,Delta Infrastructure Services,Nordic Timber Solutions,Safety Equipment,Safety barriers,PO200667,2023-07-22,2023-06-30,2023-08-10,234,75.42,17648.28,17189.47,458.81,2.67,EUR,41,Low,Buyer A
PRJ1793,Office Building F,Athens,Helios Civil Works,Alpha Cement Supplies,Plumbing,Water fittings,PO200668,2023-08-17,2023-07-22,2023-10-14,313,216.66,67814.58,72313.18,-4498.6,-6.22,EUR,84,Medium,Buyer A
PRJ1783,Residential Tower A,Volos,Atlas Engineering Contractors,Atlas Safety Equipment,Safety Equipment,Safety barriers,PO200669,2024-11-06,2024-10-10,2025-01-10,8,24.26,194.08,220.1,-26.02,-11.82,EUR,92,Medium,Buyer B
PRJ1321,Hotel Renovation C,Athens,Atlas Engineering Contractors,Gamma Electrical Systems,Plumbing,PVC pipes,PO200670,2023-08-15,2023-07-29,2023-11-09,361,154.94,55933.34,61317.04,-5383.7,-8.78,EUR,103,High,Buyer A
PRJ1076,Office Building F,Heraklion,Delta Infrastructure Services,Gamma Electrical Systems,Safety Equipment,Helmets,PO200671,2024-10-20,2024-09-23,2025-01-15,376,53.86,20251.36,17215.12,3036.24,17.64,EUR,114,High,Buyer B
PRJ1013,Industrial Warehouse D,Patras,Atlas Engineering Contractors,Helios Logistics Services,Concrete,Ready-mix concrete,PO200672,2024-06-15,2024-05-18,2024-07-28,130,144.61,18799.3,16184.84,2614.46,16.15,EUR,71,High,Buyer B
PRJ1719,Hotel Renovation C,Heraklion,Orion Build Partners,Alpha Cement Supplies,Plumbing,Water fittings,PO200673,2024-03-16,2024-02-25,2024-05-24,191,284.68,54373.88,52772.25,1601.63,3.03,EUR,89,Medium,Buyer D
PRJ1702,Commercial Complex B,Volos,Orion Build Partners,Helios Logistics Services,Concrete,Ready-mix concrete,PO200674,2024-02-06,2024-01-31,2024-02-20,148,137.6,20364.8,22585.15,-2220.35,-9.83,EUR,20,Low,Buyer C
PRJ1702,Residential Tower A,Patras,Orion Build Partners,Helios Logistics Services,Plumbing,PVC pipes,PO200675,2023-02-16,2023-02-02,2023-03-17,405,132.08,53492.4,47885.5,5606.9,11.71,EUR,43,Medium,Buyer B
PRJ1279,Residential Tower A,Volos,Helios Civil Works,Helios Logistics Services,Concrete,Ready-mix concrete,PO200676,2023-08-21,2023-07-25,2023-11-14,443,169.69,75172.67,84867.02,-9694.35,-11.42,EUR,112,High,Buyer B
